Identifiant_Client,Marque,Usage,CSP,Puissance,Valeur,Zone_tarif,Statut_marital,Année_permis,Mode_garage,Age,Ancienneté_véhicule,Ancienneté_contrat,Type_assurance,Sinistre
1361819,Peugeot,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),5,4,3,Célibataire,1997,Non,41,17,15,Tous risques,Aucun accident
1361875,Citroën,Privé & trajet travail,Employés (E),8,9,3,Inconnu,1993,Non,37,10,11,Tous risques,Aucun accident
1362742,Mazda,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,6,3,Marié,1987,Oui,48,17,4,Tous risques,Aucun accident
1362943,Fiat,Privé & Professionnel,Ouvriers (O),8,12,3,Marié,1982,Oui,50,4,6,Tous risques,Aucun accident
1363461,Autres,Privé & trajet travail,Employés (E),11,18,6,Célibataire,1988,Non,43,10,4,Tiers,Accident
1363976,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,6,8,Marié,1968,Oui,63,8,7,Tous risques,Aucun accident
1364229,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,11,8,Inconnu, ,Oui, ,4,4,Tiers,Aucun accident
1365981,Renault,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",10,9,2,Célibataire,1994,Oui,37,25,12,Tous risques,Aucun accident
1366604,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,8,4,Marié,1994,Oui,37,6,6,Tous risques,Aucun accident
1367050,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),8,8,10,Marié,1985,Non,49,5,4,Tous risques sérénité,Accident
1367567,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),2,3,1,Marié,1977,Oui,58,16,5,Tous risques,Aucun accident
1367580,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,4,2,Inconnu,1982,Oui,52,14,7,Tous risques,Aucun accident
1368230,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,7,5,Marié,1993,Oui,38,12,4,Tous risques,Aucun accident
1368251,Chrysler,Privé & Professionnel,Agriculteurs exploitants (AE),7,7,2,Marié,1974,Oui,68,21,5,Tous risques,Aucun accident
1368907,Renault,Privé & trajet travail,Professions intermédiaires (PI),2,3,3,Marié,1978,Non,56,10,13,Tous risques sérénité,Aucun accident
1369064,Toyota,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),8,15,5,Inconnu,1994,Non,39,5,6,Tous risques,Aucun accident
1369516,Renault,Privé,Professions intermédiaires (PI),9,9,9,Célibataire,1983,Non,48,14,26,Tiers,Aucun accident
1369530,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),10,11,4,Marié,1973,Oui,59,4,9,Tous risques,Aucun accident
1369835,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,6,8,Marié,1967,Non,64,12,5,Tous risques,Aucun accident
1370279,Alfa Romeo,Privé,Professions intermédiaires (PI),9,11,3,Marié,1978,Non,58,8,8,Tous risques,Aucun accident
1370459,Alfa Romeo,Privé & trajet travail,"Artisans, commerçants et chefs d’entreprise (ACCE)",11,18,6,Marié,1992,Oui,40,6,4,Tous risques,Aucun accident
1371266,Citroën,Privé,Retraités  (R),10,10,2,Marié,1967,Oui,72,6,6,Tiers,Aucun accident
1371677,Audi,Privé,Employés (E),10,13,5,Inconnu,1976,Oui,55,8,16,Tous risques sérénité,Aucun accident
1372221,Smart,Privé & Professionnel,Professions intermédiaires (PI),6,9,5,Marié,1995,Non,35,11,5,Tous risques sérénité,Aucun accident
1372555,Renault,Privé,Retraités  (R),2,3,2,Marié,1961,Oui,70,13,5,Tiers,Aucun accident
1373455,Peugeot,Privé,Cadres et professions intellectuelles supérieures (CPIS),6,5,1,Marié,1989,Oui,41,12,6,Tous risques sérénité,Aucun accident
1373702,Volkswagen,Privé & trajet travail,Autres personnes sans activité professionnelle (APSAP),4,3,5,Célibataire,2004,Oui,26,9,5,Tous risques,Accident
1373861,Peugeot,Privé & trajet travail,Employés (E),5,5,3,Marié,1999,Oui,41,11,10,Tous risques sérénité,Accident
1374108,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,9,3,Marié,2001,Oui,29,4,7,Tiers,Aucun accident
1374643,Renault,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",3,3,3,Marié,1965,Oui,73,8,10,Tous risques sérénité,Aucun accident
1374648,Chrysler,Privé,Cadres et professions intellectuelles supérieures (CPIS),11,17,3,Marié,2000,Oui,31,6,5,Tous risques,Aucun accident
1374899,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,6,2,Marié,1989,Oui,42,14,5,Tous risques sérénité,Aucun accident
1375181,Renault,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",6,10,1,Marié,1984,Oui,46,15,8,Tous risques,Aucun accident
1375249,Saab,Privé,Retraités  (R),4,5,4,Marié,2000,Non,68,12,12,Tous risques,Accident
1375366,Volkswagen,Privé,Retraités  (R),11,13,3,Marié,1967,Oui,65,5,12,Tiers,Aucun accident
1375488,Alfa Romeo,Privé,Professions intermédiaires (PI),11,18,2,Marié,1987,Oui,43,13,8,Tiers,Aucun accident
1375592,Renault,Privé & trajet travail,Employés (E),5,5,3,Marié,1984,Non,49,15,6,Tous risques,Aucun accident
1375768,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,4,3,Marié,1991,Oui,46,8,7,Tous risques,Aucun accident
1375845,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,5,5,Marié,1991,Oui,42,5,8,Tous risques,Aucun accident
1375972,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,3,Marié,1988,Non,45,13,12,Tiers,Aucun accident
1377206,Renault,Privé,Professions intermédiaires (PI),4,4,3,Marié,1986,Non,48,15,5,Tous risques,Aucun accident
1377337,Porsche,Privé,Professions intermédiaires (PI),7,4,2,Marié,1978,Non,57,9,9,Tous risques sérénité,Aucun accident
1377408,Audi,Privé,Cadres et professions intellectuelles supérieures (CPIS),10,17,6,Marié,1983,Oui,48,24,11,Tous risques,Aucun accident
1378862,Alfa Romeo,Privé,Retraités  (R),8,8,6,Marié,1979,Non,65,16,5,Tous risques,Aucun accident
1378978,Nissan,Privé,Retraités  (R),9,12,3,Marié,1968,Oui,67,5,5,Tous risques sérénité,Aucun accident
1379115,Peugeot,Privé & Professionnel,Agriculteurs exploitants (AE),8,7,5,Marié,1971,Oui,59,9,5,Tous risques sérénité,Aucun accident
1379627,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),2,3,8,Inconnu, ,Non, ,12,5,Tiers,Accident
1379664,Fiat,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,11,3,Marié,2005,Non,29,14,5,Tiers,Accident
1379942,Chrysler,Privé & Professionnel,Agriculteurs exploitants (AE),4,3,3,Marié,1977,Non,54,33,12,Tous risques,Aucun accident
1379958,Peugeot,Privé & Professionnel,Agriculteurs exploitants (AE),6,4,3,Marié,1995,Oui,35,11,15,Tous risques,Accident
1380026,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,3,7,Célibataire,2003,Non,28,31,4,Tous risques,Accident
1380437,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,4,3,Marié,1998,Non,40,21,4,Tiers,Aucun accident
1380512,Fiat,Privé,Professions intermédiaires (PI),9,11,4,Marié,1970,Oui,62,10,17,Tous risques sérénité,Aucun accident
1380999,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),8,8,7,Inconnu, ,Non, ,4,5,Tous risques sérénité,Aucun accident
1381605,Chrysler,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,9,5,Marié,1983,Non,50,8,17,Tous risques,Accident
1381668,Honda,Privé,Employés (E),11,18,4,Marié,1986,Non,47,7,7,Tous risques,Aucun accident
1382065,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,8,4,Marié,1989,Non,41,13,5,Tous risques,Aucun accident
1382809,Honda,Privé & Professionnel,Ouvriers (O),6,7,3,Inconnu,1970,Non, ,9,18,Tous risques,Accident
1383211,Fiat,Privé,Professions intermédiaires (PI),9,12,8,Inconnu,1980,Oui,66,12,4,Tiers,Aucun accident
1383443,Peugeot,Privé & trajet travail,Employés (E),5,5,2,Marié,1997,Oui,34,6,9,Tiers,Aucun accident
1383623,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),2,3,3,Marié,1985,Oui,45,14,6,Tous risques,Aucun accident
1383819,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),3,4,3,Célibataire,2006,Non,24,20,6,Tiers,Aucun accident
1383904,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,2,6,Marié,2001,Non,31,16,5,Tous risques,Aucun accident
1384191,Ford,Privé,Cadres et professions intellectuelles supérieures (CPIS),6,10,6,Marié,1991,Non,41,16,11,Tous risques sérénité,Aucun accident
1384269,Peugeot,Privé,Professions intermédiaires (PI),9,9,4,Marié,1972,Non,62,6,19,Tiers,Aucun accident
1384398,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,7,3,Marié,1991,Non,49,12,4,Tous risques,Accident
1384465,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,5,2,Marié,1997,Oui,33,12,7,Tous risques,Accident
1384651,Ford,Privé,Retraités  (R),5,7,3,Marié,1971,Non,71,14,12,Tous risques sérénité,Aucun accident
1384736,Citroën,Privé & Professionnel,Agriculteurs exploitants (AE),8,7,2,Inconnu,1968,Oui,68,24,6,Tous risques,Aucun accident
1384773,Saab,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,8,4,Célibataire,2000,Oui,30,18,4,Tous risques,Accident
1384783,Peugeot,Privé,Retraités  (R),8,8,7,Marié,1989,Oui,74,8,4,Tiers,Aucun accident
1385053,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,3,5,Marié,1986,Non,46,11,5,Tous risques,Aucun accident
1385297,Citroën,Privé,Professions intermédiaires (PI),9,12,3,Marié,1974,Oui,56,18,13,Tiers,Aucun accident
1385969,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,2,9,Marié,1994,Oui,37,15,5,Tiers,Accident
1386540,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),2,3,4,Célibataire,2001,Oui,29,20,11,Tous risques,Accident
1386555,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,5,5,Célibataire,2004,Non,26,4,5,Tous risques,Accident
1386796,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,6,5,Marié,1980,Non,50,9,6,Tous risques,Aucun accident
1387587,Renault,Privé & trajet travail,Autres personnes sans activité professionnelle (APSAP),3,4,7,Célibataire,2007,Non,23,20,4,Tous risques,Aucun accident
1387716,Kia,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,10,5,Inconnu,1995,Oui,41,10,13,Tous risques,Aucun accident
1388323,Kia,Privé & Professionnel,Ouvriers (O),11,16,4,Célibataire,2000,Oui,30,14,4,Tiers,Accident
1388874,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),3,5,3,Célibataire,1967,Non,73,13,13,Tous risques,Aucun accident
1389040,Ford,Privé,Cadres et professions intellectuelles supérieures (CPIS),7,7,7,Marié,1992,Oui,57,5,4,Tous risques,Aucun accident
1389612,Volvo,Privé & Professionnel,Agriculteurs exploitants (AE),5,6,3,Célibataire,2000,Non,34,11,12,Tous risques sérénité,Aucun accident
1391011,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),5,5,3,Marié,1996,Non,38,11,10,Tous risques,Aucun accident
1391697,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,9,3,Marié,1989,Non,43,12,7,Tous risques,Accident
1391807,Fiat,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,4,7,Marié,1992,Non,39,16,6,Tous risques,Aucun accident
1392089,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,7,1,Marié,2004,Oui,35,19,5,Tous risques,Accident
1392154,Fiat,Privé & Professionnel,Agriculteurs exploitants (AE),8,10,5,Célibataire,2000,Oui,33,6,8,Tous risques sérénité,Accident
1393266,Peugeot,Privé & trajet travail,"Artisans, commerçants et chefs d’entreprise (ACCE)",6,4,3,Inconnu,1982,Oui, ,7,4,Tous risques,Aucun accident
1393568,Citroën,Privé,Professions intermédiaires (PI),10,14,6,Inconnu,1955,Oui,88,19,4,Tous risques,Aucun accident
1394009,Renault,Privé & trajet travail,Employés (E),9,11,3,Marié,1991,Oui,45,7,10,Tiers,Aucun accident
1394261,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,12,2,Marié,1998,Non,33,10,5,Tous risques,Accident
1394809,BMW,Privé & Professionnel,Agriculteurs exploitants (AE),5,5, ,Inconnu,1989,Non,41,9,4,Tous risques,Aucun accident
1394891,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),7,7,3,Marié,2002,Non,30,13,10,Tous risques sérénité,Accident
1394985,Renault,Privé,Professions intermédiaires (PI),8,8,7,Marié,1989,Oui,42,8,5,Tous risques,Aucun accident
1396626,Ford,Privé & trajet travail,Employés (E),5,6,4,Célibataire,1990,Non,42,6,6,Tous risques,Aucun accident
1396697,Volkswagen,Privé,Retraités  (R),6,8,2,Marié,1951,Oui,79,12,11,Tous risques sérénité,Aucun accident
1396899,Citroën,Privé & trajet travail,Employés (E),5,1,3,Marié,1986,Non,45,12,5,Tiers,Aucun accident
1396920,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),5,4,10,Inconnu, ,Oui, ,5,4,Tous risques,Accident
1396966,Volvo,Privé,Retraités  (R),7,9,5,Marié,1963,Oui,83,14,8,Tous risques sérénité,Aucun accident
1397549,Citroën,Privé,Cadres et professions intellectuelles supérieures (CPIS),11,18,8,Marié,1996,Oui,33,4,6,Tous risques,Accident
1398960,Fiat,Privé,Retraités  (R),8,10,6,Marié,1961,Non,69,7,12,Tous risques,Aucun accident
1399616,Citroën,Privé,Retraités  (R),5,3,4,Marié,1969,Oui,67,4,4,Tous risques,Aucun accident
1399744,Citroën,Privé,Professions intermédiaires (PI),3,4,2,Marié,1965,Oui,78,12,17,Tous risques sérénité,Aucun accident
1400028,Toyota,Privé & Professionnel,Professions intermédiaires (PI),11,17,3,Marié,1973,Non,70,24,9,Tous risques sérénité,Aucun accident
1400052,Peugeot,Privé & trajet travail,Employés (E),5,4,3,Marié,1993,Non,73,17,12,Tous risques,Aucun accident
1401467,Ford,Privé & trajet travail,Employés (E),6,7,1,Marié,1989,Oui,42,11,8,Tous risques sérénité,Accident
1402407,Renault,Privé,Professions intermédiaires (PI),5,4,2,Marié,1973,Non,77,9,12,Tous risques,Aucun accident
1402881,Peugeot,Privé,Professions intermédiaires (PI),4,2,2,Marié,1981,Non,49,11,25,Tous risques sérénité,Aucun accident
1403148,Renault,Privé,Retraités  (R),2,3,5,Inconnu,1980,Oui, ,14,4,Tous risques,Aucun accident
1403348,Mercedes-Benz,Privé,Employés (E),5,5,2,Marié,1986,Non,59,12,12,Tiers,Aucun accident
1403406,Volkswagen,Privé & trajet travail,Employés (E),8,9,8,Marié,1994,Oui,31,5,5,Tous risques,Accident
1403750,Peugeot,Privé,Employés (E),7,6,2,Marié,1996,Non,34,11,8,Tiers,Aucun accident
1404070,Porsche,Privé,Employés (E),6,6,2,Marié,1995,Non,38,13,13,Tous risques,Aucun accident
1404257,Peugeot,Privé & trajet travail,Employés (E),5,5,7,Marié,1994,Non,42,7,9,Tous risques sérénité,Aucun accident
1404282,Saab,Privé & trajet travail,"Artisans, commerçants et chefs d’entreprise (ACCE)",6,9,5,Marié,1989,Non,45,9,4,Tous risques,Aucun accident
1404660,Renault,Privé & trajet travail,Employés (E),6,5,8,Inconnu,1995,Non,36,6,6,Tous risques,Aucun accident
1404950,Saab,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,5,5,Marié,1992,Non,41,10,13,Tous risques sérénité,Aucun accident
1405880,Volkswagen,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,6,Célibataire,2001,Non,31,9,5,Tous risques sérénité,Accident
1406139,Citroën,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",2,2,2,Célibataire,1966,Non,65,13,17,Tous risques,Aucun accident
1406191,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,4,3,Marié,1976,Oui,54,17,4,Tous risques,Accident
1406798,Peugeot,Privé,Cadres et professions intellectuelles supérieures (CPIS),5,4,5,Célibataire,2002,Non,31,10,5,Tous risques,Accident
1407091,Peugeot,Privé,Retraités  (R),7,6,5,Marié,1964,Non,69,6,11,Tous risques,Aucun accident
1408148,Peugeot,Privé & Professionnel,Agriculteurs exploitants (AE),9,9,3,Marié,1980,Oui,54,5,6,Tous risques,Aucun accident
1408919,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,8,3,Célibataire,2000,Non,30,15,4,Tous risques,Accident
1409784,Ford,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),7,8,3,Inconnu,2000,Oui, ,7,9,Tiers,Aucun accident
1410485,Fiat,Privé,Employés (E),4,4,3,Célibataire,1999,Oui,32,6,6,Tous risques sérénité,Aucun accident
1410518,Saab,Privé,Cadres et professions intellectuelles supérieures (CPIS),7,10,10,Marié,1985,Non,46,13,5,Tiers,Accident
1410547,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,6,2,Marié,1995,Non,36,16,15,Tiers,Aucun accident
1410803,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,1,5,Marié,1989,Non,44,9,13,Tous risques,Aucun accident
1410853,Mercedes-Benz,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,6,4,Célibataire,1996,Oui,34,5,5,Tous risques,Aucun accident
1411861,Renault,Privé & trajet travail,Autres personnes sans activité professionnelle (APSAP),4,3,4,Célibataire,2003,Non,27,10,6,Tous risques,Accident
1412001,Renault,Privé,Professions intermédiaires (PI),4,3,3,Marié,1986,Oui,79,11,27,Tous risques,Aucun accident
1412156,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,7,5,Célibataire,1997,Oui,37,25,4,Tiers,Aucun accident
1412180,Peugeot,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",11,13,5,Célibataire,1996,Oui,35,6,4,Tiers,Aucun accident
1412470,Peugeot,Privé,Retraités  (R),4,2,3,Marié,1970,Oui,75,6,19,Tiers,Aucun accident
1412724,Renault,Privé,Employés (E),5,4,3,Inconnu,1974,Non,61,7,7,Tous risques,Aucun accident
