ID|Comments|CHURN
2736|Asked about how to change his ring tones. Referred him to web site.|Current
1205|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Current
2413|I suspect that the handset on my phone was defective from the day I bought it.|Current
3143|Hopes to get an additonal line working by the end of the week for his wife.|Current
1913|Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other phone calls. He thinks he is being charged for those calls.|Current
3485|Asked about how to change his ring tones. Referred him to web site.|Current
3052|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
838|transferred to manager ASAP|Vol
427|Asked about how to change his ring tones. Referred him to web site.|Current
2418|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2662|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
463|Wants to change address.|Vol
3283|Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he phone does not work well.|Current
962|Called about new plan. Might switch soon. Wants more minutes.|Current
2761|Called about new plan. Might switch soon. Wants more minutes.|Current
2618|Said his battery never has worked well. Wants a new phone ASAP.|Current
3396|Hopes to get an additonal line working by the end of the week for his wife.|Current
234|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3550|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
2530|Really is unhappy with the website. Claims the self service stuff does not work.|Vol
2937|She wants a new phone. Has tried to use a couple of different model, but is now "fed up". She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different phone that works great. She also wa|Current
365|Hopes to get an additonal line working by the end of the week for his wife.|Current
1697|He says that we keep sending him the bill to the wrong address. We have his correct billing address. I donÆt know why he is not getting it. He was very angry that we shut his service off for not paying. I offered to take a CC, but he was unwilling to do s|Current
873|He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.|Current
3723|I expected significantly better Technical Support.|Vol
498|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1631|He asked for a new phone number. I referred him to customer care.|Current
1092|Does not understand why his phone dies everytime he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.|Vol
475|Needed help figuring out his bill. I explained our minute charges.|Current
866|The battery on the phone just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem. He says that we should replace the whole phone.|Current
1517|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
86|Really wants the new phone from XVYX which has the PDA built in.|Current
3456|Wants a new faceplate.|Current
3037|Needed help figuring out his bill. I explained our minute charges.|Current
862|The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.|Current
